Identifiant;Commémoré;Adresse complète;Précision adresse;Code postal;xy
1016.0;Eleves de ces ecoles morts en déportation parce que nés juifs;collège 55 rue Marx Dormoy 75018 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75018.0;48.888496, 2.359696
212.0;F.F.I. inconnu;48, boulevard Raspail 75006 Paris;(entrée Banque de France);75006.0;48.851011, 2.326747
250.0;Alexandre ROCHAIS;rue Saint-André des Arts 75006 Paris;NULL;75006.0;48.853442, 2.340503
492.0;EXTREME ORIENT ET AFRIQUE DU NORD;place Leon Blum Mairie du XIeme 75011 Paris;NULL;75011.0;48.85813, 2.379865
572.0;Jean JEMINI;2 bis, rue de Lyon 75012 Paris;NULL;75012.0;48.846189, 2.372439
641.0;DEPORTES DU 13ème;68bis avenue des Gobelins 75013 Paris;NULL;75013.0;48.832669, 2.354387
704.0;Eleves de ces ecoles morts en déportation parce que nés juifs;40 et 46 rue Jenner 75013 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75013.0;48.836123, 2.360667
81.0;Déportation VéLODROME D'HIVER;64, rue de Bretagne 75003 Paris;NULL;75003.0;48.864507, 2.360043
87.0;Eleves de ces ecoles morts en déportation parce que nés juifs;25 rue chapon 75003 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75003.0;48.863623, 2.35516
1076.0;Eleves de ces ecoles morts en déportation parce que nés juifs;69 avenue Simon Bolivar 75019 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75019.0;48.876288, 2.376524
1206.0;Eleves de ces ecoles morts en déportation parce que nés juifs;166 rue pelleport 75020 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75020.0;48.873377, 2.397987
14.0;Guy LECOMTE;Place de la Concorde 75001 Paris;(côté rue de Rivoli);75001.0;48.862862, 2.343103
478.0;Maurice BERLEMONT;Gymnase 22 rue de l'Orillon 75011 Paris;NULL;75011.0;48.870083, 2.376153
48.0;Eleves de ces ecoles morts en déportation parce que nés juifs;Stèle square Louvois 75002 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75002.0;48.868291, 2.337203
312.0;Groupement De Résistance SIDI-BRAHIM;Enceinte de l'Ecole Militaire 75007 Paris;NULL;75007.0;48.854263, 2.305733
297.0;Gabriel MASSE;Face au 75, quai d'Orsay 75007 Paris;sur le parapet;75007.0;48.862217, 2.304699
399.0;Marcel DUPONT;130-132, boulevard de Magenta 75010 Paris;NULL;75010.0;48.880876, 2.352195
558.0;Eleves de ces ecoles morts en déportation parce que nés juifs;13 boulevard Richard lenoir 75011 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75011.0;48.856031, 2.369993
649.0;Square Gustave Mesureur PLACE PINEL;75013 Paris;NULL;75013.0;48.831473, 2.368694
667.0;Georges LACHAMBRE;67, rue Clisson 75013 Paris;NULL;75013.0;48.831584, 2.36717
622.0;Eleves de ces ecoles morts en déportation parce que nés juifs;49 rue de Charenton 75012 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75012.0;48.851227, 2.372539
1121.0;André DURAND;23, rue d'Eupatoria 75020 Paris;NULL;75020.0;48.869035, 2.387881
209.0;René DOVA;17, quai des Grands Augustins 75006 Paris;NULL;75006.0;48.854123, 2.343411
225.0;INSTITUT CATHOLIQUE DE PARIS - MEMORIAL 1939-1945;27, rue d'Assas 75006 Paris;NULL;75006.0;48.847629, 2.329859
239.0;Gaston PALEWSKI;1, rue Bonaparte 75006 Paris;NULL;75006.0;48.85759, 2.335371
648.0;123 à  131 bis rue nationale;75013 Paris;NULL;75013.0;48.831473, 2.368694
723.0;Louis BRELIVET;43, avenue Ernest Reyer 75014 Paris;NULL;75014.0;48.822348, 2.324359
794.0;Paul EVEZARD;112, rue Castagnary 75015 Paris;NULL;75015.0;48.830131, 2.30546
851.0;François De LA BOUCHERE;8, rue Guy de Maupassant 75016 Paris;NULL;75016.0;48.862993, 2.272939
969.0;VICTIMES DU BOMBARDEMENT DE LA CHAPELLe;9, impasse du Marteau, 93200 Saint-Denis 75018 Paris;NULL;75018.0;48.901487, 2.3621309999999998
1010.0;Eleves de ces ecoles morts en déportation parce que nés juifs;19 rue Fernand Labori 75018 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75018.0;48.899112, 2.342241
1132.0;Benjamin, Bollangter JOURIST;45, rue Belgrand 75020 Paris;JOURDAN (Maurice);75020.0;48.864645, 2.407454
405.0;Georges FELDMANN;40, rue Albert Thomas 75010 Paris;NULL;75010.0;48.870101, 2.362477
292.0;Georges MANDEL;27, rue Oudinot 75007 Paris;(Ministère des DOM-TOM, cour intérieure);75007.0;48.849581, 2.315788
194.0;Eleves de ces ecoles morts en déportation parce que nés juifs;Stèle square Viviani 75005 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75005.0;48.840624, 2.347929
55.0;François CHAVANON;8, rue Réaumur 75003 Paris;NULL;75003.0;48.864942, 2.359123
779.0;Rose BLANC;18, rue Auguste-Chabrières 75015 Paris;NULL;75015.0;48.834974, 2.289079
797.0;Albert HEREMBERT;1, rue Corbon 75015 Paris;NULL;75015.0;48.836155, 2.30296
703.0;Eleves de ces ecoles morts en déportation parce que nés juifs;11 rue Auguste Perret 75013 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75013.0;48.824987, 2.3602600000000002
862.0;"Alan H.; Burnham MUHR";Place des Etats-Unis Monument aux volontaires americains 75016 Paris;NULL;75016.0;48.868052, 2.2938549999999998
1073.0;Eleves de ces ecoles morts en déportation parce que nés juifs;5 rue du général Lassalle 75019 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75019.0;48.874019, 2.380305
1162.0;Jules, Palluy VERCRUYSSE;4, place de la Porte de Bagnolet 75020 Paris;NULL;75020.0;48.864186, 2.409463
1195.0;Eleves de ces ecoles morts en déportation parce que nés juifs;21 rue de la Bidassoa Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75020.0;48.866016, 2.393827
8.0;Réunion Du Bureau CONSEIL NATIONAL DE LA RéSISTANCE;182,rue de Rivoli 75001 Paris;NULL;75001.0;48.863206, 2.33408
12.0;Ludovic JACQUINOT;2, rue des Pyramides 75001 Paris;NULL;75001.0;48.864046, 2.332426
99.0;Charles BARDON;27, rue François Miron 75004 Paris;NULL;75004.0;48.855581, 2.357659
174.0;Jacques SALOMON;3, rue Vauquelin 75005 Paris;NULL;75005.0;48.841333, 2.348005
298.0;A à€ G MEMORIAL 1939-1945;116, rue de Grenelle Mairie du VIIème arrondissement 75007 Paris;Hall d'entrée;75007.0;48.856871, 2.320027
372.0;Eleves de ces ecoles morts en déportation parce que nés juifs;9 rue Blanche 75009 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75009.0;48.877972, 2.331784
505.0;Guy LOURY;13, avenue de la République 75011 Paris;NULL;75011.0;48.866594, 2.368333
527.0;Eleves de ces ecoles morts en déportation parce que nés juifs;maternelle 6 Cité Voltaire 75011 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75011.0;48.852567, 2.390012
532.0;Eleves de ces ecoles morts en déportation parce que nés juifs;111 avenue Parmentier;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75011.0;48.867945, 2.372377
596.0;SCOUT DE FRANCE;rue Michel Chasles 75012 Paris;NULL;75012.0;48.846911, 2.373847
892.0;André LAVIELLE;18, rue Boursault 75017 Paris;NULL;75017.0;48.883448, 2.3205679999999997
991.0;Eleves de ces ecoles morts en déportation parce que nés juifs;7 rue Championnet 75018 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75018.0;48.895155, 2.351839
1068.0;Jean QUARRE;27, rue du Docteur Potain 75019 Paris;NULL;75019.0;48.877331, 2.397812
1093.0;Eleves de ces ecoles morts en déportation parce que nés juifs;59bis rue de Romainville 75019 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75019.0;48.877388, 2.403386
1184.0;Eleves de ces ecoles morts en déportation parce que nés juifs;11 et 13 rue Rampal;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75020.0;48.862029, 2.399523
243.0;PRISON DU CHERCHE-MIDI;Face au 35, rue du Cherche-Midi 75006 Paris;(Capitaine de corvette d'Estiennes d'Orves);75006.0;48.849928, 2.327126
274.0;André DHOME;131, rue de l'Université 75007 Paris;NULL;75007.0;48.86106, 2.30818
815.0;Roger RIGAUDIE;24, rue Alain Chartier 75015 Paris;NULL;75015.0;48.837691, 2.296173
877.0;Eleves de ces ecoles morts en déportation parce que nés juifs;Lycée claude bernard 1 avenue du parc des princes 75016 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75016.0;48.841978, 2.254941
1030.0;Marie-charles DEMOULIN;227, ave Jean Jaures Commissariat Villette 75019 Paris;NULL;75019.0;48.889433, 2.394285
1051.0;Fernand LEROY;16, rue du Général Lasalle 75019 Paris;NULL;75019.0;48.874034, 2.37991
1099.0;BELLEVILLOISE;19 rue Boyer 75020 Paris;NULL;75020.0;48.868308, 2.392235
474.0;Eleves de ces ecoles morts en déportation parce que nés juifs;Stèle square Villemin 75010 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75010.0;48.876217, 2.362265
332.0;LAMBERT Pierre;161 boulevard haussmann 75008 Paris;NULL;75008.0;48.874864, 2.308818
468.0;Eleves de ces ecoles morts en déportation parce que nés juifs;;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75010.0;48.851745, 2.355582
560.0;Eleves de ces ecoles morts en déportation parce que nés juifs;39 rue Saint-Bernard 75011 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75011.0;48.853212, 2.380559
562.0;Réseau AGIR;207, rue de Bercy 75012 Paris;NULL;75012.0;48.844942, 2.371668
903.0;Eleves de ces ecoles morts en déportation parce que nés juifs;23 avenue de saint-Ouen 75017 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75017.0;48.889046, 2.325925
606.0;Eleves de ces ecoles morts en déportation parce que nés juifs;40 rue diderot 75012 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75012.0;48.846104, 2.377305
840.0;Charles DELESTRAINT;35, boulevard Murat 75016 Paris;NULL;75016.0;48.844661, 2.25744
839.0;Yolande CLAUDE;Place du Général de Gaulle /Angle Avenue Victor Hugo 75016 Paris;NULL;75016.0;
1012.0;Eleves de ces ecoles morts en déportation parce que nés juifs;7 rue de Torcy 75018 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75018.0;48.891125, 2.3648
1039.0;Serge GRIVILLIERS;16, rue de Nantes 75019 Paris;NULL;75019.0;48.891787, 2.3822929999999998
1155.0;Frida SALOMON;1, rue Mouraud 75020 Paris;NULL;75020.0;48.854557, 2.408001
11.0;Guerre INDOCHINE;avenue du général Lemonnier 75001 Paris;NULL;75001.0;48.862498, 2.3310589999999998
294.0;MAQUIS DE LORRIS;Pont Alexandre III 75007 Paris;NULL;75007.0;48.848319, 2.308167
394.0;Armand DESANGIN;160, boulevard de Magenta 75010 Paris;NULL;75010.0;48.882877, 2.350397
395.0;Marc DESESSARD;rue Bichat Hôpital Saint-Louis 75010 Paris;NULL;75010.0;48.874974, 2.365384
499.0;Emile De GORTER;Face au 13, rue Lacharrière 75011 Paris;NULL;75011.0;48.862262, 2.3785119999999997
936.0;Jean DESFARGES;59, rue des Trois Frères 75018 Paris;NULL;75018.0;48.885535, 2.338364
1013.0;Eleves de ces ecoles morts en déportation parce que nés juifs;2 rue de la Guadeloupe 75018 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75018.0;48.890753, 2.362625
22.0;MEMORIAL;13, place Vendôme Ministère de la Justice 75001 Paris;NULL;75001.0;48.867783, 2.328739
455.0;Isidore,... WEYL;Rue du Faubourg Saint-Denis mairie du Xeme arrondissement 75010 Paris;NULL;75010.0;48.876004, 2.355758
303.0;Jacques PASTOR;Pont Alexandre III 75007 Paris;secteur quai d'Orsay;75007.0;48.848319, 2.308167
636.0;Yvonne CHEVALLIER;18, rue Vandrezanne 75013 Paris;NULL;75013.0;48.827851, 2.354175
169.0;Alexandre MASSIANI;Place du Panthéon côté Nord 75005 Paris;face à  la faculté de droit;75005.0;48.846006, 2.345701
166.0;JARDIN DES PLANTES;Place Valhubert 75005 Paris;NULL;75005.0;48.844417, 2.364507
264.0;Claude BILLAND;Quai d'Orsay, face à  l'Assemblée Nationale 75007 Paris;NULL;75007.0;48.86134, 2.320805
192.0;Eleves de ces ecoles morts en déportation parce que nés juifs;250bis rue Saint-Jacques 75005 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75005.0;48.843588, 2.341605
229.0;Jean LAVAUD;55, rue d'Assas/angle rue Guynemer 75006 Paris;NULL;75006.0;48.845114, 2.332234
52.0;Marcel BISIAUX;168, rue du Temple 75003 Paris;NULL;75003.0;48.86637, 2.361612
551.0;Eleves de ces ecoles morts en déportation parce que nés juifs;4 avenue Bouvines 75011 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75011.0;48.849849, 2.396499
642.0;André DREYER;18, rue Wurtz 75013 Paris;NULL;75013.0;48.826594, 2.3443300000000002
745.0;Missak Et Mélinée MANOUCHIAN;11 rue de Plaisance 75014 Paris;NULL;75014.0;48.832474, 2.319744
666.0;Henri, Havet KATZ;40, rue Jenner 75013 Paris;(dans le hall de l'école);75013.0;48.835572, 2.3619310000000002
933.0;Henri DAIKOWSKI;58, rue des Poissonniers 75018 Paris;NULL;75018.0;48.889884, 2.3516209999999997
865.0;Albert OUZOULIAS;9 rue du général Niox 75016 Paris;NULL;75016.0;48.83684, 2.261704
1065.0;Albert PLATEK;57, rue de Flandre 75019 Paris;NULL;75019.0;48.887731, 2.372897
1171.0;Eleves de ces ecoles morts en déportation parce que nés juifs;42 rue de la Mare 75020 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75020.0;48.871094, 2.389959
59.0;Lucien GOHIER;1, place de la République 75003 Paris;NULL;75003.0;48.866385, 2.364483
354.0;Pierre DEJEAN;66, rue de la Chaussée d'Antin 75009 Paris;NULL;75009.0;48.875719, 2.332189
509.0;Jacques MOZZIGLOD;108, rue Oberkampf 75011 Paris;NULL;75011.0;48.865926, 2.378837
550.0;Eleves de ces ecoles morts en déportation parce que nés juifs;6 avenue Bouvines 75011 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75011.0;48.85025, 2.396579
552.0;Eleves de ces ecoles morts en déportation parce que nés juifs;4 avenue Bouvines 75011 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75011.0;48.849849, 2.396499
600.0;Guy TESSIER;217-219, rue de Bercy 75012 Paris;NULL;75012.0;48.846043, 2.37049
624.0;Eleves de ces ecoles morts en déportation parce que nés juifs;15 rue Elisa Lemonnier 75012 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75012.0;48.840845, 2.389438
670.0;André LEBASTARD;Rue daumesne 75013 Paris;NULL;75013.0;48.823522, 2.355377
672.0;Docteur Joseph LEVY VALENSI;47, boulevard de l'Hôpital Pitié-Salepàªtrière 75013 Paris;Bà¢timent Pinel;75013.0;48.840293, 2.362259
818.0;Georges WALKER;397 bis, rue de Vaugirard 75015 Paris;NULL;75015.0;48.83371, 2.29027
931.0;Jacques COSTELLA;71 bis, rue Philippe de Girard 75018 Paris;NULL;75018.0;48.887203, 2.360817
1156.0;Jean SANGUINET;1, place Octave Chanute 75020 Paris;NULL;75020.0;48.866245, 2.405964
1217.0;Eleves de ces ecoles morts en déportation parce que nés juifs;9 rue de la Plaine 75020 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75020.0;48.849963, 2.399908
233.0;Dominique MANZINO;19, rue Séguier 75006 Paris;NULL;75006.0;48.854004, 2.342003
378.0;Eleves de ces ecoles morts en déportation parce que nés juifs;;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75009.0;48.851745, 2.355582
557.0;Eleves de ces ecoles morts en déportation parce que nés juifs;124 rue Amelot 75011 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75011.0;48.864243, 2.3669000000000002
658.0;6 FRANCAIS;54, avenue des Gobelins 75013 Paris;NULL;75013.0;48.833804, 2.353615
721.0;Bauduin De BELLEVAL;Rue Emile Faguet 75014 Paris;Maison de l'Indochine de la cité universitaire;75014.0;48.82158, 2.329948
744.0;Auguste MAUCLERC;45, avenue Ernest Reyer 75014 Paris;NULL;75014.0;48.822531, 2.323714
803.0;MEMORIAL;38, avenue de Suffren 75015 Paris;NULL;75015.0;48.854722, 2.295076
74.0;QUARTIER Général des résistants parisiens conduits par;48 rue Chapon le Colonel Rol Tanguy 75003 Paris;NULL;75003.0;48.863994, 2.354181
185.0;Eleves de ces ecoles morts en déportation parce que nés juifs;10 rue Sommerard 75005 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75005.0;48.849946, 2.34686
206.0;Louis DESNOS;Place Saint-André des Arts 75006 Paris;NULL;75006.0;48.85309, 2.342944
1130.0;Helene JAKUBOWICZ;140, rue de Ménilmontant 75020 Paris;NULL;75020.0;48.870101, 2.3968629999999997
467.0;Eleves de ces ecoles morts en déportation parce que nés juifs;39/41 rue Chabrol;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75010.0;48.876811000000004, 2.353001
432.0;Maurice MICHE;Rue de Maubeuge Gare du Nord sortie cour des déportés 75010 Paris;face rue Ambroise- Paré;75010.0;48.880841, 2.352233
427.0;Lieutenant-colonel Yves MASIEE;78, rue du Chà¢teau-d'Eau 75010 Paris;NULL;75010.0;48.872825, 2.354704
536.0;Eleves de ces ecoles morts en déportation parce que nés juifs;17 rue Alphonse Baudin 75011 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75011.0;48.860908, 2.370284
799.0;François LANGOUET;40, rue Duranton 75015 Paris;NULL;75015.0;48.839142, 2.287725
981.0;Eleves de ces ecoles morts en déportation parce que nés juifs;5 rue Pierre Budin 75018 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75018.0;48.889684, 2.352722
1100.0;Marcel BELLANGER;94, rue des Maraichers 75020 Paris;NULL;75020.0;48.854655, 2.406326
1137.0;François LE BIHAN;8, rue Louis Ganne 75020 Paris;NULL;75020.0;48.863408, 2.410471
53.0;Georges BLARIAUX;66, rue des Gravilliers 75003 Paris;NULL;75003.0;48.864069, 2.355876
68.0;Renée LEVY;6, rue de Normandie 75003 Paris;NULL;75003.0;48.863453, 2.364192
240.0;Georges PAULIN;3 place du 18 juin 1940 75006 Paris;NULL;75006.0;48.844112, 2.324445
266.0;Paul BOEHM;9, rue de Solférino 75007 Paris;NULL;75007.0;48.85934, 2.323045
390.0;COUR TIBOZZI;"rue du faubourg Poissonniere Caserne nouvelle france garde republicaine; cour Tibozzi 75010 Paris";NULL;75010.0;48.877386, 2.348882
442.0;Jean ROUSSEAU;121, rue du Faubourg du Temple 75010 Paris;NULL;75010.0;48.871386, 2.374861
447.0;Michel TAGRINE;17, rue du Faubourg du Temple 75010 Paris;NULL;75010.0;48.86841, 2.365955
476.0;Arthur BELVEZET;Hall du Commissariat de police 75011 Paris;12 â€“ 14 passage Charles Dallery( anciennement apposée au 107, boulevard Voltaire);75011.0;48.864193, 2.368122
921.0;André BARRAUD;36 bis, rue de la Chapelle 75018 Paris;NULL;75018.0;48.894254, 2.359478
1003.0;Eleves de ces ecoles morts en déportation parce que nés juifs;2 rue Charles Hermite 75018 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75018.0;48.899917, 2.369865
1138.0;Henry LOUVIGNY;63, boulevard Mortier 75020 Paris;NULL;75020.0;48.868219, 2.408702
446.0;Jean SULPICE;22, rue René Boulanger 75010 Paris;NULL;75010.0;48.868457, 2.362432
388.0;COMITE PARISIEN DE LA LIBERATION;75010 Paris;3 rue du Chà¢teau d'Eau(Bourse du Travail);75010.0;48.875107, 2.351862
519.0;VICTIMES DU NAZISME;place Leon Blum Mairie du XIeme 75011 Paris;NULL;75011.0;48.85813, 2.379865
234.0;Colonel De MARGUERITTES;9, quai de Conti Angle rue Guénégaud 75006 Paris;NULL;75006.0;48.856085, 2.339415
145.0;Eleves de ces ecoles morts en déportation parce que nés juifs;11 rue saint-merri  75004 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75004.0;48.859309, 2.352927
136.0;Marcel REY;Parvis Notre-Dame Mur Hôtel-Dieu 75004 Paris;(près rue d'Arcole);75004.0;48.853519, 2.348216
226.0;Jean KOPITOVITCH;rue Monsieur le Prince 75006 Paris;NULL;75006.0;48.849482, 2.340129
196.0;Albert BAYET;2, rue Monsieur le Prince 75006 Paris;NULL;75006.0;48.851653999999996, 2.338911
891.0;Simone JAFFRAY;18, rue Jacquemont 75017 Paris;NULL;75017.0;48.8877, 2.322259
787.0;COMITE LOCAL DE LIBERATION;31, rue Peclet 75015 Paris;NULL;75015.0;48.841523, 2.299879
1087.0;Eleves de ces ecoles morts en déportation parce que nés juifs;8 rue Sadi Lecointe 75019 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75019.0;48.880356, 2.373876
1109.0;Hélène BRUN;1, rue Dulaure 75020 Paris;NULL;75020.0;48.866469, 2.409471
1043.0;HOPITAL ROBERT DEBRE;Boulevard Serurier 75019 Paris;NULL;75019.0;48.882779, 2.398206
1048.0;Charles LACOMBE;16, rue Emile Desvaux 75019 Paris;NULL;75019.0;48.87715, 2.39874
1186.0;Eleves de ces ecoles morts en déportation parce que nés juifs;22 rue Olivier Mettra;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75020.0;48.872899, 2.394335
88.0;Eleves de ces ecoles morts en déportation parce que nés juifs;8 rue de montmorency 75003 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75003.0;48.862685, 2.356649
289.0;Jean-pierre LEVY;9 rue Albert de Lapparent 75007 Paris;NULL;75007.0;48.847996, 2.30785
507.0;MEMORIAL;place Leon Blum Mairie du XIeme 75011 Paris;hall d'entree sur la gauche;75011.0;48.85813, 2.379865
543.0;Eleves de ces ecoles morts en déportation parce que nés juifs;32 rue de la folie mericourt 75011 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75011.0;48.863154, 2.37297
735.0;Jeanne GRIMAUD;7, avenue du Général Maistre 75014 Paris;NULL;75014.0;48.824882, 2.315209
850.0;Maréchal JUIN;Pont du Garigliano 75016 Paris;NULL;75016.0;48.840215, 2.260279
879.0;Eleves de ces ecoles morts en déportation parce que nés juifs;Lycée Janson de Sailly 106 rue de la Pompe 75016 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75016.0;48.86555, 2.279442
987.0;Eleves de ces ecoles morts en déportation parce que nés juifs;67 rue Damrémont 75018 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75018.0;48.892116, 2.335239
1190.0;Eleves de ces ecoles morts en déportation parce que nés juifs;38 rue de Tourtille Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75020.0;48.872432, 2.380281
489.0;DEPORTATION;22, rue de la Roquette 75011 Paris;NULL;75011.0;48.853978, 2.371115
571.0;Jean JEANTROUX;place de la Nation Métro Nation, bouche du métro 75012 Paris;Sortie avenue du Trône;75012.0;48.847534, 2.395894
595.0;Mémoire des victimes arràªtées à  l'hopital rothschild;Entrée de l'hôpital, 21 rue Sauterre 75012 Paris;NULL;75012.0;48.843, 2.399775
602.0;Barthélémy TORRESI;39, avenue du Général Michel Bizot 75012 Paris;NULL;75012.0;48.834239, 2.400052
41.0;Eleves de ces ecoles morts en déportation parce que nés juifs;42 rue Dussoubs 75002 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75002.0;48.867156, 2.34969
58.0;Georges DUDACH;10, rue Sainte- Anastase 75003 Paris;NULL;75003.0;48.859722, 2.363687
62.0;Fernand KLAIMITZ;7, rue Villehardouin 75003 Paris;NULL;75003.0;48.858762, 2.365521
120.0;Maurice GROHAR;19, rue Rambuteau Angle rue du Temple 75004 Paris;NULL;75004.0;48.858649, 2.35335
1213.0;Eleves de ces ecoles morts en déportation parce que nés juifs;151 avenue Gambetta 75020 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75020.0;48.869912, 2.402759
10.0;G. FONTAINE;Place de la Concorde 75001 Paris;(côté rue de Rivoli);75001.0;48.862862, 2.343103
784.0;Jean-claude Et Paul CAMORS;6, rue François- Mouthon 75015 Paris;NULL;75015.0;48.838674, 2.291692
752.0;Gustave POMMIER;70, rue du Père Corentin 75014 Paris;NULL;75014.0;48.823736, 2.32719
462.0;Eleves de ces ecoles morts en déportation parce que nés juifs;maternelle 2 rue Pierre Bullet 75010 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75010.0;48.871624, 2.358088
422.0;Roger LEMAIRE;;NULL;75010.0;48.851745, 2.355582
520.0;Charles WOLMARK;96, rue de la Folie Méricourt 75011 Paris;NULL;75011.0;48.867277, 2.369252
549.0;Eleves de ces ecoles morts en déportation parce que nés juifs;77 bld de belleville 75011 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75011.0;48.87128, 2.377427
859.0;MONUMENT AUX MORTS;71, avenue Henri- Martin Mairie du xvieme 75016 Paris;NULL;75016.0;48.863942, 2.276599
866.0;2 PATRIOTES;8, bld Wallace 75016 Paris;NULL;75016.0;48.86824, 2.29433
923.0;Raymond BORME;14-16, rue Georgette Agutte 75018 Paris;NULL;75018.0;48.895551, 2.33294
984.0;Eleves de ces ecoles morts en déportation parce que nés juifs;9 rue Richomme 75018 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75018.0;48.886399, 2.352132
1101.0;André BERTHELOT;16, rue du Pressoir 75020 Paris;NULL;75020.0;48.868916, 2.383295
1194.0;Eleves de ces ecoles morts en déportation parce que nés juifs;2 rue Eugène Reisz 75020 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75020.0;48.85643, 2.410685
1205.0;Eleves de ces ecoles morts en déportation parce que nés juifs;12 rue des grands champs 75020 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75020.0;48.850455, 2.3997479999999998
1208.0;Eleves de ces ecoles morts en déportation parce que nés juifs;29 rue du telegraphe 75020 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75020.0;48.873309, 2.399167
205.0;Dominique DENIS;14, rue Dupin 75006 Paris;NULL;75006.0;48.849433, 2.325515
435.0;Alfred OZROUT;152, avenue Parmentier 75010 Paris;NULL;75010.0;48.870102, 2.371039
920.0;René BARATEAU;2, rue de Chartres 75018 Paris;NULL;75018.0;48.884406, 2.35554
1166.0;ZALKINOV;73, rue des Amandiers 75020 Paris;NULL;75020.0;48.86577, 2.389248
1214.0;Eleves de ces ecoles morts en déportation parce que nés juifs;26 rue Henri Chevreau 75020 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75020.0;48.86996, 2.389375
333.0;Le Maréchal De France Jean De LATTRE DE TASSIGNY;4, place Rio de Janeiro 75008 Paris;NULL;75008.0;48.877758, 2.310512
610.0;Eleves de ces ecoles morts en déportation parce que nés juifs;59 rue de Reuilly 75012 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75012.0;48.845682, 2.3886659999999997
235.0;Lieutenant MARTINET;64 boulevard Saint- Michel 75006 Paris;NULL;75006.0;48.844578, 2.339091
317.0;Jean ZAY;46 rue de verneuil 75007 Paris;NULL;75007.0;48.858411, 2.327873
128.0;MEMORIAL;2, place Baudoyer Mairie du IVème arrondissement 75004 Paris;NULL;75004.0;48.856164, 2.355667
